name,fans,fave,tags,vote
1170048-Do+you-zaful-coat-shein-dress-zaful-heels,31856,68 favorites,"['Chic', 'Dinner Date', 'summer']",326 votes
984037-One+for+the+Books-navy-inlovewithfashion-dress-black-oasap-bag-tan-memorata-heels,434,49 favorites,"['Chic', 'Dinner Date', 'spring']",268 votes
1091152-Winter+Florals-white-sheinside-dress,640,103 favorites,"['Classic', 'Dinner Date', 'Summer']",383 votes
991296-Feels+Like+Summer-white-alloy-apparel-dress-bronze-just-fab-bag,5461,117 favorites,"['Bohemian', 'Going Out With Friends', 'summer']",449 votes
1082906-Your+Mans+Puffer+Vest-dark-gray-american-eagle-vest-black-monki-dress-black-balenciaga-bag,297,59 favorites,"['Chic', 'Birthday', 'winter']",357 votes
1125596-Winter+Glam-pixie-market-skirt-asos-dress-juicy-couture-coat-michael-kors-heels,20,51 favorites,"['50s', 'Dinner Party', 'winter']",261 votes
985448-Imagine-silver-h-m-coat-heather-gray-peacocks-dress-silver-dorothy-perkins-bag,790,51 favorites,"['Chic', 'Brunch', 'spring']",331 votes
1171633-Caution+Cone-carven-dress-ralph-lauren-bag-valentino-sunglasses-nicholas-kirkwood-pumps,112,80 favorites,"['Chic', 'Dinner Date', 'summer']",344 votes
1043680-MULLET+DRESS-new-yorker-dress-bershka-vest,29,48 favorites,"['Bohemian', 'Casual Party', 'summer']",388 votes
1043930-Polka+Dot+Score-tawny-dress-black-cat-eye-cutie-sunglasses-eggshell-floral-wedges,522,54 favorites,"['Summer Prints Contest', 'Other', 'Summer']",360 votes
993160-SHE+INSIDE+DRESS-she-inside-dress,195,63 favorites,"['Classic', 'Music Concert', 'winter']",310 votes
1045790-Angels+love-zara-shoes-chicwish-dress-diva-bracelet,57,64 favorites,"['Chic', 'Cocktail', 'summer']",364 votes
1130801-new+england+coast+cardigan-camel-gg-boutique-cardigan-white-jag-jeans-dress-navy-hermes-scarf,507,66 favorites,"['Casual', 'Shopping', 'summer']",380 votes
1003556-Mermaid+Maxi+dress-navy-maxi-dress-asos-dress,560,89 favorites,"['Bohemian', 'Traveling', 'spring']",332 votes
1043882-BarcelonaI+love+you-periwinkle-sheinside-dress-off-white-primark-bag-off-white-aldo-sunglasses,40,61 favorites,"['Trendy', 'Traveling', 'summer']",297 votes
1028586-The+long+dress-tan-m%C3%A9lin%C3%A9-wedges-black-molly-bracken-dress-brown-american-apparel-hat,1640,62 favorites,"['70s', 'Everyday', 'summer']",359 votes
1034820-Black+maxi+dress-black-oasapcom-dress,412,15 favorites,"['Elegant', 'Dinner Party', 'summer']",161 votes
1118858-Girl-eliza-j-dress-j-crew-pumps,43,62 favorites,"['Chic', 'Everyday', 'spring']",373 votes
965027-UNION+SQUARE-brick-red-thrifted-from-crossroads-dress,520,139 favorites,"['Casual', ""Farmer's Market"", 'winter']",491 votes
963253-Blue+beig+and+new+watch-born-pretty-watch-bershka-dress-zara-bag,164,63 favorites,"['Chic', 'Everyday', 'fall']",306 votes
1138033-Throw+on+a+jacket+and+go-h-m-boots-elite99-dress-front-row-shop-bag-h-m-hair-accessory,233,38 favorites,"['Comfortable', 'Everyday', 'fall']",192 votes
1049845-Stripes+are+back-asos-dress-bershka-bag-poema-heels,157,33 favorites,"['Chic', 'Everyday', 'summer']",197 votes
1032396-Fashion+Fridays+Summer+Fair-gold-essenza-sandals-teal-md-burnette-dress,583,69 favorites,"['Romantic', 'Photo Shoot', 'summer']",360 votes
992615-Preppy+Chic-oasis-dress-dolce-gabbana-bag-molly-and-pearl-earrings,274,32 favorites,"['Chic', 'Fashion Show', 'winter']",218 votes
1147870-WHAT+IM+WEARING+FOR+CHRISTMAS-jumia-dress,118,47 favorites,"['Chic', 'Other', 'winter', 'dresses']",239 votes
1030777-LEOPARD-aliceolivia-dress-jcrew-hat,11136,105 favorites,"['Chic', 'Work', 'summer']",459 votes
974422-Romeo+Juliet-black-geometric-shape-unknown-necklace,175,61 favorites,"['Classic', 'Brunch', 'fall']",351 votes
1025772-Polka+Dots+for+Life-dress-bird-on-a-wire-dress-bowler-nasty-gal-hat-sandals-forever-21-sandals,791,54 favorites,"['60s', 'Blind Date', 'Summer', 'retlo', 'sweet']",272 votes
1123312-Stand+out+in+black+Organza+polk+dot+dress-dress,9,34 favorites,"['60s', 'Dinner Party', 'summer']",276 votes
1026870-ECRU+COLOR-off-white-twist-tango-dress-eggshell-tous-bag,484,61 favorites,"['Bohemian', 'Everyday', 'spring']",364 votes
978538-21+black-forever-21-dress,512,84 favorites,"['Casual', 'Everyday', 'Summer']",381 votes
1113280-Green+Thumb-shop-ruche-hat-miss-patina-shoes-shop-ruche-dress,4177,48 favorites,"['Classic', 'Everyday', 'spring']",350 votes
1155840-Six+Star+Style-black-feminine-ted-baker-dress,876,25 favorites,"['Chic', 'Photo Shoot', 'winter']",143 votes
1019220-koral-coral-unknown-dress,231,36 favorites,"['Romantic', 'Dinner Date', 'Summer']",216 votes
1167577-4+Flowy+Dresses+You+Need+This+Summer-light-pink-chiffon-shein-dress,296,49 favorites,"['Bohemian', 'BBQ Party', 'summer']",232 votes
960538-Overall+Im+Just+a+Kid+at+Heart-striped-talbots-t-shirt-black-suede-overalls-sisley-dress,194,66 favorites,"['90s', 'Everyday', 'fall']",308 votes
954894-Blacks+Crosses-black-leather-zip-vagabond-boots-black-primark-dress,72,31 favorites,"['Goth', 'Girls Night Out', 'fall']",136 votes
994443-DIY+Very+Hungry+Caterpillar+Dress-chartreuse-diy-dress-brown-naot-shoes-mustard-daiso-tights,7135,74 favorites,"['Vintage', 'Birthday', 'summer']",376 votes
1163211-On+The+Water-light-blue-alyssa-nicole-dress-neutral-lace-up-steve-madden-heels,1801,38 favorites,"['Romantic', 'Picnic', 'spring']",346 votes
974376-knit+dress-hot-pink-chicwish-dress,14925,67 favorites,"['Romantic', 'Everyday', 'winter', 'pink', 'rose']",389 votes
946393-Stripes+at+Sunset-light-blue-striped-stylenanda-dress-light-pink-windsor-smith-shoes,47,62 favorites,"['Cotton Look', 'Picnic', 'spring']",377 votes
1003820-Black+mood-pull-bear-dress,542,60 favorites,"['Casual', 'Everyday', 'spring']",385 votes
1080549-Pool+party-red-river-island-dress,14438,53 favorites,"['Chic', 'Everyday', 'summer']",323 votes
972432-%3C3-zara-dress-zara-bag-stradivarius-sandals,170,68 favorites,"['Natural', 'Going Out With Friends', 'winter']",339 votes
1021418-spring+willow-black-forever21-dress-gold-modcloth-blazer-coral-meijer-heels,27916,61 favorites,"['Casual', 'Everyday', 'spring']",379 votes
963166-Holiday+Ready-gold-skinny-nasty-gal-belt-alloy-apparel-dress,5461,141 favorites,"['Classic', 'Dinner Party', 'fall', 'black and white stripe...']",684 votes
1120027-Deja+De+Ser-asos-bag-tomtop-dress,31856,59 favorites,"['Chic', 'Everyday', 'summer']",352 votes
1090048-Burgundy+crush-brick-red-sheinside-coat-black-jessica-buurman-boots-black-oasap-dress,29,74 favorites,"['Chic', 'Other', 'winter']",328 votes
1035323-The+dreams+we+have+the+love+we+share-tie-dye-black-five-dress,560,37 favorites,"['Outdoor', 'Picnic', 'summer']",271 votes
1048826-Everyday+Princess-yellow-j-crew-dress,732,56 favorites,"['Romantic', 'Romantic Dinner', 'summer']",371 votes
952644-En+tandem-h-m-dress-voguec-sweater,127,68 favorites,"['Preppy', 'Photo Shoot', 'fall']",314 votes
973507-Love+me+like+its+the+last+day-black-forever-21-coat-polka-dot-motel-rocks-dress,108,53 favorites,"['Comfortable', 'Everyday', 'winter']",213 votes
1101335-Amber+Mystique-white-felice-fabric-dress,16077,94 favorites,"['Casual', 'Everyday', 'Summer']",394 votes
1061146-Stripes+Overload-black-oasap-dress-black-choies-jacket-black-mango-bag,76,82 favorites,"['Casual', 'Casual Party', 'fall']",371 votes
979766-Here+with+me-white-moikana-dress,18061,104 favorites,"['Chic', 'Anniversary', 'summer', 'dresses']",414 votes
1083544-DUSK-red-rehab-dress-black-rachel-comey-boots-black-untitled-hat,3168,87 favorites,"['Outdoor', 'Walking The Dog', 'winter']",353 votes
1113277-Marina-jcpenney-necklace-larmoni-dress-jcpenney-jacket-modcloth-sunglasses,4177,75 favorites,"['Casual', 'Other', 'spring']",374 votes
1009379-BOWS-sammydress-dress-persunmall-heels,1465,75 favorites,"['Classic', 'Dinner Date', 'spring']",380 votes
1046644-Modern+Hippie-navy-floral-print-yigelila-dress-black-younghungryfree-boots,16077,48 favorites,"['Hippie', 'Clubbing', 'Summer']",329 votes
993168-Summer+2013-tawny-mulberry-bag-navy-vanessa-bruno-dress-black-ray-ban-sunglasses,1921,51 favorites,"['Classic', 'Everyday', 'summer']",353 votes
1084754-Walking+through+the+vineyard-black-missguided-hat-black-doll-poup%C3%A9e-hat-black-pepe-jeans-boots,1640,47 favorites,"['Bohemian', 'Everyday', 'fall']",310 votes
958048-black+white-amethyst-h-m-dress-purple-h-m-hat-blue-denim-shirt,466,70 favorites,"['Casual', 'Clubbing', 'summer']",366 votes
1023608-Flower+Bomb-hot-pink-floral-forever-21-dress,5309,73 favorites,"['Romantic', 'Everyday', 'spring']",323 votes
1124626-Lace+Dress-peach-lace-h-m-dress,272,28 favorites,"['Romantic', 'Going Out With Friends', 'Summer']",235 votes
943514-BLACK+AND+WHITE-black-and-white-primark-dress-black-flats-bamboo-shoes-zara-zara-jacket,257,64 favorites,"['Chic', 'Casual Party', 'fall', 'comfortable party shoes']",362 votes
1038463-Rio+Red-ruby-red-chiffon-sheinside-dress,332,8 favorites,"['Casual', 'Everyday', 'summer', 'red']",115 votes
943333-Octobers+End-black-urban-outfitters-hat-ivory-h-m-dress-olive-green-forever21-jacket,4668,90 favorites,"['Chic', 'Everyday', 'fall']",424 votes
1146370-Zara+dress-zara-dress,138,60 favorites,"['Basic', 'Work', 'Summer']",336 votes
1089684-Kiss+Me+Softly-white-lace-asos-dress-white-kate-spade-bag-black-crapeyewear-sunglasses,8,59 favorites,"['Classic', 'Anniversary', 'summer']",270 votes
1120124-Poppies-aquamarine-walg-dress,21610,48 favorites,"['Elegant', 'Dinner Party', 'summer']",294 votes
984458-Cupolas-light-blue-bicycle-print-modcloth-dress-maroon-bear-kiki-socks-socks,1736,86 favorites,"['Romantic', 'Photo Shoot', 'summer']",391 votes
967271-No+winter+color-carrot-orange-cos-dress-black-incity-coat,286,68 favorites,"['Casual', 'Birthday', 'winter']",347 votes
1131561-Stripes-yellow-polette-sunglasses-black-forever-21-dress-crimson-mac-earrings,16077,74 favorites,"['Casual', 'Everyday', 'Summer']",392 votes
1134982-My+beloved+monkey-green-prada-dress,29687,85 favorites,"['Eclectic', 'Cocktail', 'summer']",348 votes
1167589-Pearled-jollychic-dress-viki-lynn-necklace,31856,65 favorites,"['Chic', 'Brunch', 'summer']",324 votes
1118930-Destination+Sexy+Miami-black-guess-sandals-violet-guess-dress,19484,52 favorites,"['Basic', 'Beach', 'summer', 'summer']",365 votes
1029622-Pineapple+Love-army-green-forever21-jacket-white-handmade-dress,4668,72 favorites,"['Chic', 'Everyday', 'summer']",347 votes
1060197-Roseblood-navy-alyssa-nicole-dress-black-mules-saks-fifth-avenue-heels,1801,53 favorites,"['Chic', 'Cocktail', 'fall']",263 votes
1043043-Roosevelt+Island-white-floral-print-bb-dakota-dress-beige-nine-west-bag,49,65 favorites,"['Chic', 'Everyday', 'summer']",330 votes
1019640-Show+must+go+on-udobuy-dress,31856,59 favorites,"['Bohemian', 'First Date', 'spring']",364 votes
979634-Sequins+and+leather-zara-bag-tfnc-london-dress-sheinside-jacket-zara-heels,1465,74 favorites,"['Classic', 'Girls Night Out', 'winter']",313 votes
1064266-Denim+Days-maroon-steve-madden-boots-navy-old-navy-dress-maroon-loft-necklace,4668,43 favorites,"['Chic', 'Everyday', 'fall']",334 votes
1133267-Tut+inspired-gold-furor-moda-necklace-black-furor-moda-dress,19484,84 favorites,"['Bohemian', 'Formal', 'summer', 'dress']",429 votes
1020979-Cluless+Inspiration+ft+Zara+Platforms-pink-forever-21-dress-leather-strap-zara-heels,41,60 favorites,"['80s', 'Shopping Date', 'spring']",303 votes
971826-BLUE-nordstrom-coat-forever-21-boots-urban-outfitters-dress,209,64 favorites,"['Trendy', 'Birthday', 'winter']",337 votes
960544-CARTIER-cartier-sunglasses-etxart-panno-dress,195,66 favorites,"['Basic', 'Casual Party', 'fall']",346 votes
1090234-Like+A+Soul+Without+A+Mind-black-dots-calzedonia-tights-navy-floral-dress-zara-dress,93,81 favorites,"['Retro', 'Lunch Date', 'winter']",364 votes
1012576-Mad+Men+Vibes-black-mules-french-connection-shoes-lime-green-shift-darling-dress,560,61 favorites,"['60s', 'Brunch', 'spring']",279 votes
981768-Milan+Fashion+Week-leather-louis-vuitton-bag-hot-pink-h-m-dress-faux-fur-accessorize-hat,216,78 favorites,"['Trendy', 'Fashion Show', 'winter']",341 votes
1077221-Playing+with+Fire-red-sequin-mini-tobi-dress-brown-deb-bag-red-forever-young-shoes-heels,1127,72 favorites,"['Sexy', 'Clubbing', 'fall']",362 votes
976868-Daydream+In+Blue-navy-glitterati-dress-chartreuse-37la-bag,8113,64 favorites,"['Formal', 'Wedding', 'spring']",251 votes
1012726-WHAT+AN+EYEFUL-zara-dress-valentino-heels,209,70 favorites,"['Trendy', 'Birthday', 'spring']",380 votes
994745-Blue+Prints-black-ankle-boots-charlotte-russe-boots-blue-prints-charlotte-russe-dress,490,63 favorites,"['Casual', 'Music Concert', 'Summer']",365 votes
1159858-La+vie+boheme-bubble-gum-rahicali-dress,640,32 favorites,"['Bohemian', 'Everyday', 'Summer']",277 votes
1087219-red+Forever+21+dress-red-printed-forever-21-dress-black-rain-booties-dav-boots,1736,52 favorites,"['Chic', 'Other', 'Summer']",378 votes
1151302-Lazada+Singapore%E2%80%99s+Blogger+Bazaar-stripes-urban-outfitters-dress-knee-high-socks-tutuanna-socks,1736,50 favorites,"['Sneaker', 'Everyday', 'summer']",381 votes
1111952-Something+Special-floral-forever-unique-dress-bronze-vintage-bag-red-charlotte-russe-heels,1340,61 favorites,"['Chic', 'Formal', 'spring']",332 votes
1052147-PASTEL-milly-dress-chloe-bag,11136,63 favorites,"['Chic', 'Work', 'Summer']",370 votes
955041-white+Zara+dress-orange-zara-coat-white-zara-dress-black-mango-bag-black-h-m-heels,366,120 favorites,"['Chic', 'School', 'Summer']",385 votes
1019206-Casual+Tuesday-rag-bone-shoes-skingraft-dress-black-stampd-hat,327,22 favorites,"['Urban', 'Everyday', 'spring']",224 votes
1057923-How+good+it+was-black-h-m-dress-black-h-m-sunglasses-black-zara-sandals,583,45 favorites,"['Basic', 'Casual Party', 'fall']",318 votes
1038673-The+Vertigo+of+Bliss-forest-green-asos-dress-navy-stradivarius-wedges,3754,53 favorites,"['Bohemian', 'Museum Outing', 'summer']",262 votes
1035955-Black+White+Summer+with+Terranova+Outfit+1-black-terranova-boots-black-terranova-dress-white-terranova-scarf,32183,66 favorites,"['Rocker', 'Shopping Date', 'summer']",711 votes
1052956-Maxi+dress+with+tropical+mood-turquoise-blue-romwe-dress,16077,69 favorites,"['Casual', 'Amusement Park', 'Summer']",390 votes
1004641-Vintage+Reproduction-brick-red-vintage-bag-aquamarine-hell-bunny-dress-cream-tutuanna-socks,7135,78 favorites,"['Vintage', 'School', 'fall']",399 votes
1058850-Are+you+ready+for+Halloween-white-sheinside-dress-white-choies-sunglasses-white-daniel-wellington-watch,16077,66 favorites,"['Outdoor', 'Holiday Party', 'Summer', 'fashion']",377 votes
1092571-Lady+In+Red-red-lace-dress-sheinside-dress,54,61 favorites,"[""Valentine's Day Date"", 'Girls Night Out', 'winter']",463 votes
1047082-Faeries+Wheel-pink-gold-couture-dress,8113,63 favorites,"['Romantic', 'The Fair', 'summer']",363 votes
961541-Floral-navy-dress,59,39 favorites,"['Elegant', 'Work', 'winter']",293 votes
1039566-b+l+a+c+o+v+e+r+d+e-white-velvet-ivanova-dress,410,71 favorites,"['Chic', 'Shopping Date', 'summer']",370 votes
1097125-The+Striped+Dress-choies-bag-choies-dress-daniel-wellington-watch,401,46 favorites,"['Chic', 'Birthday', 'spring']",296 votes
990192-Multicolor+Missoni+Dress-black-missoni-dress-black-il-laccio-boots-light-pink-zara-coat,76,21 favorites,"['Chic', 'Cocktail', 'winter', 'beige']",272 votes
1122976-Heart+of+an+amazon-style-moi-dress-style-moi-necklace,31856,56 favorites,"['Sexy', 'Dinner Date', 'summer']",366 votes
956170-Back+to+the+Basics-abercrombie-and-fitch-jacket-white-lace-abercrombie-and-fitch-dress,127,72 favorites,"['Chic', 'Everyday', 'fall']",355 votes
1040700-Beach-ivory-maxi-bebe-dress,5309,57 favorites,"['Casual', 'Beach', 'summer']",332 votes
1066812-Back+in+Miami-bag-shoes-dress,90,78 favorites,"['Chic', 'Other', 'Summer']",364 votes
1148543-Cold+As+Ice-black-floral-lulus-dress-black-steve-madden-shoes-maroon-bb-dakota-jacket,1340,61 favorites,"['Elegant', 'Other', 'Summer']",317 votes
1072078-STUDDED+JACKET-dress-jacket,439,90 favorites,"['Casual', 'Everyday', 'fall']",409 votes
968079-Memo+088+First+Look-blue-river-island-dress-white-parker-blazer-black-h-m-bag,28,65 favorites,"['Chic', 'Dinner Party', 'fall']",334 votes
1167594-DENIM+PINAFORE-bronze-shoulder-chloe-bag-blue-pinafore-free-people-dress,133,67 favorites,"['Chic', 'Everyday', 'summer']",320 votes
945045-Ghost+Effect-ruby-red-pinafore-boohoo-dress,75,64 favorites,"['Goth', 'Casual Party', 'winter']",340 votes
1164586-Black+and+white+stripes+forever-white-brn-of-london-dress,583,64 favorites,"['Elegant', 'Work', 'summer']",343 votes
1141183-Bel+Air-maroon-lena-hoschek-dress-maroon-vivienne-westwood-bag,463,77 favorites,"['50s', 'Everyday', 'Summer']",360 votes
1094190-6+SIX+6-light-pink-pinafore-style-london-dress-light-pink-quilted-moschino-bag,379,66 favorites,"['90s', 'Everyday', 'winter']",389 votes
1031787-HWY2STYLE-white-bb-dakota-dress,4944,50 favorites,"['Basic', 'Going Out With Friends', 'summer']",374 votes
1017581-Blissful+Pastel-gold-modern-trend-bracelet-light-yellow-back-cutout-charlotte-russe-dress,948,79 favorites,"['Preppy', 'Shopping', 'spring']",376 votes
1097625-Topaz-black-oasap-tights-light-blue-thrifted-dress-black-thrifted-loafers,1817,34 favorites,"['Retro', 'Everyday', 'winter']",331 votes
1077821-DRESS-dress,254,80 favorites,"['Bohemian', 'Cocktail', 'fall']",351 votes
1048042-vestido+de+capas-bubble-gum-6ks-dress-tan-xti-sandals,13879,49 favorites,"['Romantic', 'Cocktail', 'summer']",256 votes
1169715-Getty+Villa-endless-rose-dress,8,52 favorites,"['Classic', 'Museum Outing', 'summer']",227 votes
947519-Butterflies+fly+away-thrift-store-dress,133,43 favorites,"['Chic', 'Photo Shoot', 'summer']",288 votes
1011482-Sporty+Chic-black-numeral-zara-dress-black-clutch-steve-madden-bag,23,65 favorites,"['Chic', 'Photo Shoot', 'summer']",310 votes
1069185-Haircut-black-geometric-t-shirt-jeans-bag-light-blue-denim-uniqlo-dress,1736,72 favorites,"['Denim', 'Everyday', 'fall']",396 votes
950343-At+Heart-black-h-m-shoes-black-leather-trim-h-m-dress,59,74 favorites,"['Rocker', 'Girls Night Out', 'fall']",376 votes
967408-Christmas+Eve%E2%99%A5-black-side-draped-shoproxx-dress-camel-faux-fur-coat,948,70 favorites,"['Romantic', 'Dinner Party', 'winter']",397 votes
1168454-Olive+green+maxi+dress-olive-green-maxi-dress-no-name-dress-black-fedora-h-m-hat,100,49 favorites,"['Bohemian', 'Everyday', 'summer']",277 votes
1114337-My+House+Purse-crimson-house-purse-vintage-bag-red-vintage-dress-white-vintage-blouse,7135,63 favorites,"['Vintage', 'Dinner Date', 'Summer']",358 votes
965874-Floral+Autumnized-ruby-red-floral-dorothy-perkins-dress-black-lace-up-zara-boots,44,70 favorites,"['Leather', 'Everyday', 'fall']",320 votes
1162344-Kiss+it+better-marie-frisco-dress,31856,97 favorites,"['Chic', 'Blind Date', 'spring']",388 votes
1049474-Full+Heat+Languish-sky-blue-kimono-arnhem-jacket-beige-layered-unknown-boots,161,57 favorites,"['Boot Style', 'Everyday', 'summer']",328 votes
1022646-Fringe+Vest-black-primark-vest-navy-daisy-street-dress-black-asos-hat,409,83 favorites,"['Bohemian', 'Brunch', 'spring']",323 votes
1069852-Stone+Cold+Fox-white-midi-stone-cold-fox-dress,5309,65 favorites,"['Chic', 'Everyday', 'fall']",382 votes
1026995-Front+Row+Shop+x+Lychee+Style-front-row-shop-dress,253,58 favorites,"['Eclectic', 'Movie night', 'summer']",356 votes
961692-Double+Dots-darling-dress-vintage-hat-american-apparel-stockings,310,88 favorites,"['Vintage', 'Everyday', 'fall']",365 votes
1113355-Low+blood+pressure-tomtop-dress,31856,72 favorites,"['Bohemian', 'Everyday', 'spring']",377 votes
1074520-Hint+And+You+Shall+Receive-grey-cuyana-cape-black-babaton-dress-silver-dior-sunglasses,341,79 favorites,"['Chic', 'Dinner Party', 'fall']",378 votes
940364-Morning+without+you+is+a+dwindled+dawn-vintage-dress-leather-caplet-vintage-cape,75,24 favorites,"['Bohemian', 'Art Opening', 'fall']",178 votes
993287-Last+of+the+Mohicans-black-micheal-kors-boots-black-vintage-dress-blue-anthropologie-coat,341,91 favorites,"['Bohemian', 'Going Out With Friends', 'fall']",338 votes
1200175-Long+shirt+dress-zara-shoes-shein-dress,1173,60 favorites,"['Trendy', 'Brunch', 'summer']",266 votes
974857-Back+to+School-black-pencey-dress-light-blue-31-phillip-lim-shirt,3168,59 favorites,"['Preppy', 'Work Happy Hour', 'winter']",349 votes
1047449-WEDDING+LOOK-silver-mango-shoes-aquamarine-javier-ca%C3%B1%C3%A1s-dress,702,47 favorites,"['Classic', 'Wedding', 'spring']",349 votes
1169806-Sister+Birthday-bimba-lola-necklace-shein-dress-dolce-gabbana-sunglasses,1465,66 favorites,"['Romantic', 'Dinner Party', 'summer']",334 votes
1077036-Lulu+Lemon+Leggings-black-thick-lulu-lemon-leggings-black-platform-vince-camuto-shoes,296,58 favorites,"['Chic', 'Brunch', 'fall']",283 votes
1092544-cosmic+dust-black-galaxy-print-sugarhill-boutique-dress-black-faux-leather-h-m-jacket,696,53 favorites,"['Classic', 'Everyday', 'winter']",301 votes
978948-Old+fashion+morphine-navy-dafiti-dress,18061,71 favorites,"['Classic', 'Brunch', 'summer']",383 votes
1137555-Bronze+Shimmer+Glow-camel-naked-zebra-dress-dark-brown-tory-burch-bag-camel-valentino-heels,507,56 favorites,"['Elegant', 'Wedding', 'fall']",367 votes
969560-Champagne+Dress-sequins-suiteblanco-dress,218,60 favorites,"['Sexy', 'Girls Night Out', 'winter', 'color crush nude']",338 votes
1181308-How+to+edge+up+your+Valentines+day+outfit-ruby-red-urban-outfitters-dress,33178,70 favorites,"['Classic', 'Romantic Dinner', 'Summer']",349 votes
1046608-Little+White+Dress-tan-vintage-hat-white-dress-burnt-orange-swedish-hasbeens-clogs,115,26 favorites,"['Romantic', 'Everyday', 'summer']",201 votes
1119273-Loving+spring+in+my+LWD-white-ever-pretty-dress,520,4 favorites,"['Vintage', 'Brunch', 'spring']",93 votes
1009803-mirror+sunglasses-black-zara-dress-crimson-h-m-jacket,112,49 favorites,"['Chic', 'Everyday', 'spring']",247 votes
976634-Mad+Men+Retro+Style-modcloth-dress-cartier-bag,211,95 favorites,"['60s', 'Photo Shoot', 'winter']",376 votes
944768-The+lingerie+dress-black-zara-dress-heather-gray-h-m-jacket,20373,63 favorites,"['Chic', 'Everyday', 'fall', 'party jacket']",321 votes
1132818-August+26-shift-american-apparel-dress-clutch-thrifted-vintage-purse,2371,85 favorites,"['Comfortable', 'Casual Party', 'summer']",340 votes
1100638-Holidays+2014+2015+switching+to+summer-black-gap-dress-black-celine-bag-black-ray-ban-sunglasses,1921,67 favorites,"['Classic', 'Everyday', 'summer']",336 votes
1033572-Dandelion-ivory-chicwish-dress,722,52 favorites,"['Romantic', 'Everyday', 'summer']",580 votes
1158145-Sunset-black-midi-bershka-dress-bronze-chain-jessica-buurman-bag,75,42 favorites,"['Bohemian', 'Dinner Date', 'spring', 'multicolor']",275 votes
1125667-lavender+hill+farm+of+niles-periwinkle-modcloth-dress-light-yellow-modcloth-wedges,27916,70 favorites,"['Romantic', 'Everyday', 'summer']",342 votes
948499-Amour-belt-gold-sportsgirl-belt-tulle-ax-paris-dress,1118,41 favorites,"['Elegant', 'Dinner Date', 'fall']",308 votes
1064505-90s-overall-forever-21-dress-crop-forever-21-top-platform-forever-21-sneakers,63,77 favorites,"['90s', 'Everyday', 'fall']",371 votes
1032570-Bright+Denim-light-blue-denim-tommy-hilfiger-shirt-black-cotton-zara-dress,529,30 favorites,"['Denim', 'Everyday', 'spring']",194 votes
1077665-Cropped+sweater-h-m-shoes-front-row-shop-dress,1173,55 favorites,"['Chic', 'Dinner Date', 'fall']",239 votes
1051528-BLACK+CROW-black-zara-dress,1994,82 favorites,"['Casual', 'Brunch', 'summer']",393 votes
1134024-Sweet+Fall+Look-black-floral-forever-21-dress-tawny-shoedazzle-boots-tawny-chicnova-bag,890,65 favorites,"['Casual', 'Everyday', 'Summer', 'cardigan']",379 votes
998834-Fairy+Dust-matthew-williamson-dress-wilbur-gussie-bag-sophia-webster-heels,964,50 favorites,"['Elegant', 'Cocktail', 'spring']",306 votes
952743-Tights+and+Trench-manoush-jacket-black-and-gold-boots-pimkie-boots-dress-gallery-dress,426,72 favorites,"['Chic', 'Dinner Party', 'fall']",337 votes
1065465-LOST+IN+MEMORY-black-jeffrey-campbell-boots-white-mika-gala-dress-black-asos-coat,237,90 favorites,"['60s', 'Girls Night Out', 'fall']",369 votes
995135-He+Loves+Me+He+Loves+Me+Not-turquoise-blue-free-people-dress-heather-gray-louie-jeffrey-campbell-boots,49,72 favorites,"['Bohemian', 'Everyday', 'spring']",380 votes
966729-Sunset+Boulevard-navy-vintage-boots-black-vintage-dress-black-vintage-hat,115,87 favorites,"['Elegant', 'Dinner Date', 'winter']",366 votes
939469-Highland+Fling-holly-fulton-dress-holly-fulton-bag-swarovski-ring-isabel-marant-heels,964,72 favorites,"['Chic', 'Other', 'Summer', 'print']",331 votes
1006797-Grecian+Delight-cream-oasap-dress-ivory-tj-maxx-bag-black-chanel-sunglasses,341,70 favorites,"['Classic', 'Casual Party', 'spring']",386 votes
983461-It+Takes+Time-olive-green-poler-hat-gray-minkpink-dress-army-green-sheinside-coat,33178,79 favorites,"['Eclectic', 'Everyday', 'Summer', 'army']",396 votes
1173138-LA+In+NYC-macys-necklace-tan-macys-shoes-red-macys-dress-black-macys-bag,1340,57 favorites,"['Chic', 'Everyday', 'Summer']",206 votes
1017221-With+Pleasure-pepaloves-dress-bubble-gum-accessories,791,79 favorites,"['60s', 'Art Opening', 'Summer']",378 votes
1003684-Flirty+Florals-white-lucite-vintage-bag-bubble-gum-stop-staring-dress,212,73 favorites,"['Vintage', 'Cocktail', 'spring']",372 votes
996609-Que+reste+t+il+de+nos+amours-sky-blue-dafiti-dress,18061,64 favorites,"['Chic', 'Casual Party', 'summer']",385 votes
942511-Light+pink+dress-red-h-m-cape-peach-handmade-dress-black-george-jacket,67,64 favorites,"['Chic', 'School', 'fall']",348 votes
963949-Denim+Dressed-sky-blue-tracyeinny-dress,9903,66 favorites,"['Casual', 'School', 'summer']",357 votes
1044984-Summer+Staple+%7C+The+Cotton+Dress-light-jacket-army-green-dress,230,48 favorites,"['Casual', 'Everyday', 'summer']",383 votes
947338-After+the+rain+comes+shine-zara-shoes-zara-dress-primark-jacket-vintage-scarf-lacoste-cardigan,20,40 favorites,"['Casual', 'Everyday', 'fall']",332 votes
1069417-Edge-black-anne-michelle-boots-black-sheer-flowy-papermoon-dress,88,61 favorites,"['Chic', 'Shopping', 'fall']",358 votes
